claim_id,policy_id,claim_date,claim_amount,claim_type,description
F-2559,PF-1036,2025-04-27,40300,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2560,PF-1037,2025-04-28,41250,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2561,PF-1038,2025-04-29,42200,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2562,PF-1039,2025-04-30,43150,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2563,PF-1040,2025-04-01,44100,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2564,PF-1041,2025-04-02,45050,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2565,PF-1042,2025-04-03,46000,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2566,PF-1043,2025-04-04,46950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2567,PF-1044,2025-04-05,47900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2568,PF-1045,2025-04-06,48850,auto,Major collision payout request; staged accident suspected per witness statements.
F-2569,PF-1046,2025-04-07,49800,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2570,PF-1047,2025-04-08,50750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2571,PF-1048,2025-04-09,51700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2572,PF-1049,2025-04-10,52650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2573,PF-1050,2025-04-11,53600,health,Major collision payout request; staged accident suspected per witness statements.
F-2574,PF-1050,2025-04-11,59350,health,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2575,PF-1051,2025-04-12,27000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2576,PF-1052,2025-04-13,27950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2577,PF-1053,2025-04-14,28900,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2578,PF-1054,2025-04-15,29850,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2579,PF-1055,2025-04-16,30800,travel,Major collision payout request; staged accident suspected per witness statements.
F-2580,PF-1056,2025-04-17,31750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2581,PF-1057,2025-04-18,32700,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2582,PF-1058,2025-04-19,33650,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2583,PF-1059,2025-04-20,34600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2584,PF-1060,2025-04-21,35550,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2585,PF-1061,2025-04-22,36500,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2586,PF-1062,2025-04-23,37450,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2587,PF-1063,2025-04-24,38400,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2588,PF-1064,2025-04-25,39350,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2589,PF-1065,2025-04-26,40300,auto,Major collision payout request; staged accident suspected per witness statements.
F-2590,PF-1066,2025-04-27,41250,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2591,PF-1067,2025-04-28,42200,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2592,PF-1068,2025-04-29,43150,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2593,PF-1069,2025-04-30,44100,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2594,PF-1070,2025-04-01,45050,health,Major collision payout request; staged accident suspected per witness statements.
F-2595,PF-1071,2025-04-02,46000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2596,PF-1072,2025-04-03,46950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2597,PF-1073,2025-04-04,47900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2598,PF-1074,2025-04-05,48850,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2599,PF-1075,2025-04-06,49800,travel,Major collision payout request; staged accident suspected per witness statements.
F-2600,PF-1075,2025-04-06,56300,travel,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2601,PF-1076,2025-04-07,50750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2602,PF-1077,2025-04-08,51700,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2603,PF-1078,2025-04-09,52650,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2604,PF-1079,2025-04-10,53600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2605,PF-1080,2025-04-11,27000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2606,PF-1081,2025-04-12,27950,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2607,PF-1082,2025-04-13,28900,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2608,PF-1083,2025-04-14,29850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2609,PF-1084,2025-04-15,30800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2610,PF-1085,2025-04-16,31750,auto,Major collision payout request; staged accident suspected per witness statements.
F-2611,PF-1086,2025-04-17,32700,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2612,PF-1087,2025-04-18,33650,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2613,PF-1088,2025-04-19,34600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2614,PF-1089,2025-04-20,35550,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2615,PF-1090,2025-04-21,36500,health,Major collision payout request; staged accident suspected per witness statements.
F-2616,PF-1091,2025-04-22,37450,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2617,PF-1092,2025-04-23,38400,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2618,PF-1093,2025-04-24,39350,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2619,PF-1094,2025-04-25,40300,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2620,PF-1095,2025-04-26,41250,travel,Major collision payout request; staged accident suspected per witness statements.
F-2621,PF-1096,2025-04-27,42200,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2622,PF-1097,2025-04-28,43150,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2623,PF-1098,2025-04-29,44100,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2624,PF-1099,2025-04-30,45050,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2625,PF-900,2025-05-01,46000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2626,PF-900,2025-05-01,51000,property,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2627,PF-901,2025-05-02,46950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2628,PF-902,2025-05-03,47900,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2629,PF-903,2025-05-04,48850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2630,PF-904,2025-05-05,49800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2631,PF-905,2025-05-06,50750,auto,Major collision payout request; staged accident suspected per witness statements.
F-2632,PF-906,2025-05-07,51700,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2633,PF-907,2025-05-08,52650,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2634,PF-908,2025-05-09,53600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2635,PF-909,2025-05-10,27000,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2636,PF-910,2025-05-11,27950,health,Major collision payout request; staged accident suspected per witness statements.
F-2637,PF-911,2025-05-12,28900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2638,PF-912,2025-05-13,29850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2639,PF-913,2025-05-14,30800,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2640,PF-914,2025-05-15,31750,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2641,PF-915,2025-05-16,32700,travel,Major collision payout request; staged accident suspected per witness statements.
F-2642,PF-916,2025-05-17,33650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2643,PF-917,2025-05-18,34600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2644,PF-918,2025-05-19,35550,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2645,PF-919,2025-05-20,36500,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2646,PF-920,2025-05-21,37450,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2647,PF-921,2025-05-22,38400,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2648,PF-922,2025-05-23,39350,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2649,PF-923,2025-05-24,40300,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2650,PF-924,2025-05-25,41250,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2651,PF-925,2025-05-26,42200,auto,Major collision payout request; staged accident suspected per witness statements.
F-2652,PF-925,2025-05-26,47950,auto,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2653,PF-926,2025-05-27,43150,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2654,PF-927,2025-05-28,44100,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2655,PF-928,2025-05-29,45050,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2656,PF-929,2025-05-30,46000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2657,PF-930,2025-05-01,46950,health,Major collision payout request; staged accident suspected per witness statements.
F-2658,PF-931,2025-05-02,47900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2659,PF-932,2025-05-03,48850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2660,PF-933,2025-05-04,49800,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2661,PF-934,2025-05-05,50750,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2662,PF-935,2025-05-06,51700,travel,Major collision payout request; staged accident suspected per witness statements.
F-2663,PF-936,2025-05-07,52650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2664,PF-937,2025-05-08,53600,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2665,PF-938,2025-05-09,27000,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2666,PF-939,2025-05-10,27950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2667,PF-940,2025-05-11,28900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2668,PF-941,2025-05-12,29850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2669,PF-942,2025-05-13,30800,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2670,PF-943,2025-05-14,31750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2671,PF-944,2025-05-15,32700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2672,PF-945,2025-05-16,33650,auto,Major collision payout request; staged accident suspected per witness statements.
F-2673,PF-946,2025-05-17,34600,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2674,PF-947,2025-05-18,35550,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2675,PF-948,2025-05-19,36500,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2676,PF-949,2025-05-20,37450,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2677,PF-950,2025-05-21,38400,health,Major collision payout request; staged accident suspected per witness statements.
F-2678,PF-950,2025-05-21,44900,health,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2679,PF-951,2025-05-22,39350,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2680,PF-952,2025-05-23,40300,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2681,PF-953,2025-05-24,41250,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2682,PF-954,2025-05-25,42200,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2683,PF-955,2025-05-26,43150,travel,Major collision payout request; staged accident suspected per witness statements.
F-2684,PF-956,2025-05-27,44100,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2685,PF-957,2025-05-28,45050,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2686,PF-958,2025-05-29,46000,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2687,PF-959,2025-05-30,46950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2688,PF-960,2025-05-01,47900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2689,PF-961,2025-05-02,48850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2690,PF-962,2025-05-03,49800,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2691,PF-963,2025-05-04,50750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2692,PF-964,2025-05-05,51700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2693,PF-965,2025-05-06,52650,auto,Major collision payout request; staged accident suspected per witness statements.
F-2694,PF-966,2025-05-07,53600,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2695,PF-967,2025-05-08,27000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2696,PF-968,2025-05-09,27950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2697,PF-969,2025-05-10,28900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2698,PF-970,2025-05-11,29850,health,Major collision payout request; staged accident suspected per witness statements.
F-2699,PF-971,2025-05-12,30800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2700,PF-972,2025-05-13,31750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2701,PF-973,2025-05-14,32700,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2702,PF-974,2025-05-15,33650,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2703,PF-975,2025-05-16,34600,travel,Major collision payout request; staged accident suspected per witness statements.
F-2704,PF-975,2025-05-16,39600,travel,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2705,PF-976,2025-05-17,35550,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2706,PF-977,2025-05-18,36500,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2707,PF-978,2025-05-19,37450,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2708,PF-979,2025-05-20,38400,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2709,PF-980,2025-05-21,39350,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2710,PF-981,2025-05-22,40300,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2711,PF-982,2025-05-23,41250,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2712,PF-983,2025-05-24,42200,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2713,PF-984,2025-05-25,43150,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2714,PF-985,2025-05-26,44100,auto,Major collision payout request; staged accident suspected per witness statements.
F-2715,PF-986,2025-05-27,45050,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2716,PF-987,2025-05-28,46000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2717,PF-988,2025-05-29,46950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2718,PF-989,2025-05-30,47900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2719,PF-990,2025-05-01,48850,health,Major collision payout request; staged accident suspected per witness statements.
F-2720,PF-991,2025-05-02,49800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2721,PF-992,2025-05-03,50750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2722,PF-993,2025-05-04,51700,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2723,PF-994,2025-05-05,52650,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2724,PF-995,2025-05-06,53600,travel,Major collision payout request; staged accident suspected per witness statements.
F-2725,PF-996,2025-05-07,27000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2726,PF-997,2025-05-08,27950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2727,PF-998,2025-05-09,28900,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2728,PF-999,2025-05-10,29850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2729,PF-1000,2025-05-11,30800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2730,PF-1000,2025-05-11,36550,property,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2731,PF-1001,2025-05-12,31750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2732,PF-1002,2025-05-13,32700,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2733,PF-1003,2025-05-14,33650,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2734,PF-1004,2025-05-15,34600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2735,PF-1005,2025-05-16,35550,auto,Major collision payout request; staged accident suspected per witness statements.
F-2736,PF-1006,2025-05-17,36500,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2737,PF-1007,2025-05-18,37450,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2738,PF-1008,2025-05-19,38400,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2739,PF-1009,2025-05-20,39350,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2740,PF-1010,2025-05-21,40300,health,Major collision payout request; staged accident suspected per witness statements.
F-2741,PF-1011,2025-05-22,41250,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2742,PF-1012,2025-05-23,42200,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2743,PF-1013,2025-05-24,43150,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2744,PF-1014,2025-05-25,44100,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2745,PF-1015,2025-05-26,45050,travel,Major collision payout request; staged accident suspected per witness statements.
F-2746,PF-1016,2025-05-27,46000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2747,PF-1017,2025-05-28,46950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2748,PF-1018,2025-05-29,47900,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2749,PF-1019,2025-05-30,48850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2750,PF-1020,2025-05-01,49800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2751,PF-1021,2025-05-02,50750,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2752,PF-1022,2025-05-03,51700,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2753,PF-1023,2025-05-04,52650,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2754,PF-1024,2025-05-05,53600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2755,PF-1025,2025-05-06,27000,auto,Major collision payout request; staged accident suspected per witness statements.
F-2756,PF-1025,2025-05-06,33500,auto,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2757,PF-1026,2025-05-07,27950,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2758,PF-1027,2025-05-08,28900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2759,PF-1028,2025-05-09,29850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2760,PF-1029,2025-05-10,30800,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2761,PF-1030,2025-05-11,31750,health,Major collision payout request; staged accident suspected per witness statements.
F-2762,PF-1031,2025-05-12,32700,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2763,PF-1032,2025-05-13,33650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2764,PF-1033,2025-05-14,34600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2765,PF-1034,2025-05-15,35550,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2766,PF-1035,2025-05-16,36500,travel,Major collision payout request; staged accident suspected per witness statements.
F-2767,PF-1036,2025-05-17,37450,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2768,PF-1037,2025-05-18,38400,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2769,PF-1038,2025-05-19,39350,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2770,PF-1039,2025-05-20,40300,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2771,PF-1040,2025-05-21,41250,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2772,PF-1041,2025-05-22,42200,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2773,PF-1042,2025-05-23,43150,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2774,PF-1043,2025-05-24,44100,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2775,PF-1044,2025-05-25,45050,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2776,PF-1045,2025-05-26,46000,auto,Major collision payout request; staged accident suspected per witness statements.
F-2777,PF-1046,2025-05-27,46950,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2778,PF-1047,2025-05-28,47900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2779,PF-1048,2025-05-29,48850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2780,PF-1049,2025-05-30,49800,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2781,PF-1050,2025-05-01,50750,health,Major collision payout request; staged accident suspected per witness statements.
F-2782,PF-1050,2025-05-01,55750,health,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2783,PF-1051,2025-05-02,51700,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2784,PF-1052,2025-05-03,52650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2785,PF-1053,2025-05-04,53600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2786,PF-1054,2025-05-05,27000,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2787,PF-1055,2025-05-06,27950,travel,Major collision payout request; staged accident suspected per witness statements.
F-2788,PF-1056,2025-05-07,28900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2789,PF-1057,2025-05-08,29850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2790,PF-1058,2025-05-09,30800,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2791,PF-1059,2025-05-10,31750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2792,PF-1060,2025-05-11,32700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2793,PF-1061,2025-05-12,33650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2794,PF-1062,2025-05-13,34600,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2795,PF-1063,2025-05-14,35550,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2796,PF-1064,2025-05-15,36500,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2797,PF-1065,2025-05-16,37450,auto,Major collision payout request; staged accident suspected per witness statements.
F-2798,PF-1066,2025-05-17,38400,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2799,PF-1067,2025-05-18,39350,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2800,PF-1068,2025-05-19,40300,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2801,PF-1069,2025-05-20,41250,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2802,PF-1070,2025-05-21,42200,health,Major collision payout request; staged accident suspected per witness statements.
F-2803,PF-1071,2025-05-22,43150,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2804,PF-1072,2025-05-23,44100,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2805,PF-1073,2025-05-24,45050,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2806,PF-1074,2025-05-25,46000,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2807,PF-1075,2025-05-26,46950,travel,Major collision payout request; staged accident suspected per witness statements.
F-2808,PF-1075,2025-05-26,52700,travel,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2809,PF-1076,2025-05-27,47900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2810,PF-1077,2025-05-28,48850,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2811,PF-1078,2025-05-29,49800,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2812,PF-1079,2025-05-30,50750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2813,PF-1080,2025-05-01,51700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2814,PF-1081,2025-05-02,52650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2815,PF-1082,2025-05-03,53600,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2816,PF-1083,2025-05-04,27000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2817,PF-1084,2025-05-05,27950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2818,PF-1085,2025-05-06,28900,auto,Major collision payout request; staged accident suspected per witness statements.
F-2819,PF-1086,2025-05-07,29850,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2820,PF-1087,2025-05-08,30800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2821,PF-1088,2025-05-09,31750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2822,PF-1089,2025-05-10,32700,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2823,PF-1090,2025-05-11,33650,health,Major collision payout request; staged accident suspected per witness statements.
F-2824,PF-1091,2025-05-12,34600,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2825,PF-1092,2025-05-13,35550,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2826,PF-1093,2025-05-14,36500,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2827,PF-1094,2025-05-15,37450,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2828,PF-1095,2025-05-16,38400,travel,Major collision payout request; staged accident suspected per witness statements.
F-2829,PF-1096,2025-05-17,39350,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2830,PF-1097,2025-05-18,40300,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2831,PF-1098,2025-05-19,41250,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2832,PF-1099,2025-05-20,42200,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2833,PF-900,2025-05-21,43150,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2834,PF-900,2025-05-21,49650,property,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2835,PF-901,2025-05-22,44100,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2836,PF-902,2025-05-23,45050,health,Repeat high dollar claim; police report pending; staged indicators present.
